language,iso,family,dominant,variation,serial,dominant_quantifiers,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,twenty,thirty,forty,several,few
Juquila Mixe,mxq,Mixe-Zoque,NumN,_,_,QuantN,650/37,113/20,75/5,45/1,41/1,6/4,70/12,6/1,0/1,20/4,4/3,46/18,9/0,6/4,11/3,84/2,1/0
Jamiltepec Mixtec,mxt,Otomanguean,NumN,_,_,QuantN,754/35,118/19,74/9,47/5,45/2,8/0,81/5,7/0,1/2,20/5,3/4,46/24,9/1,9/2,19/1,104/1,4/0
Burmese,mya,Sino-Tibetan,_,V,X,QuantN,18/12,25/26,34/54,23/30,38/20,23/8,85/66,10/8,1/4,27/25,6/4,26/38,9/22,13/7,30/37,26/3,0/1
Mbay,myb,Central Sudanic,NNum,_,_,NQuant,79/203,30/106,13/72,19/32,6/35,0/12,12/74,1/6,0/1,8/22,0/7,13/58,2/7,0/10,2/19,18/67,1/1
Mamara Senoufo,myk,Atlantic-Congo,NNum,_,_,NQuant,55/127,42/105,7/75,7/42,11/35,0/12,16/75,1/6,0/0,7/20,0/7,21/49,0/5,1/9,3/28,21/57,0/0
Mundurukú,myu,Tupian,NumN,_,_,QuantN,85/24,81/20,55/7,23/7,31/5,5/1,42/26,4/0,0/1,18/3,3/3,32/17,0/1,6/2,14/0,43/6,0/1
Erzya,myv,Uralic,NumN,_,_,QuantN,223/48,111/19,77/8,44/2,43/2,11/1,77/6,6/0,2/0,19/2,3/3,45/14,4/0,6/0,20/1,85/8,2/1
Muyuw,myw,Austronesian,_,V,5/6,_,107/43,54/42,30/22,23/11,18/8,1/9,19/68,3/6,0/0,13/13,1/5,30/32,3/4,0/9,7/7,21/14,0/0
Masaaba,myx,Atlantic-Congo,NNum,_,_,NQuant,113/151,27/104,8/68,21/33,7/37,1/12,11/77,1/7,1/3,8/18,0/7,6/53,2/4,1/10,7/17,19/60,1/1
Macuna,myy,Tucanoan,NumN,_,_,QuantN,116/20,75/33,62/5,24/5,35/6,8/2,52/9,9/1,0/0,20/2,1/2,31/19,3/0,8/3,16/1,42/6,0/0
Santa María Zacatepec Mixtec,mza,Otomanguean,NumN,_,_,QuantN,666/29,108/26,76/6,52/3,46/0,9/1,81/7,5/1,2/2,21/4,4/3,49/21,8/1,9/1,19/2,89/2,2/0
Wichí Lhamtés Güisnay,mzh,Matacoan,NumN,_,_,QuantN,616/128,304/94,311/53,154/43,153/46,90/12,321/28,46/9,16/14,142/31,13/7,100/69,94/13,108/19,109/5,184/12,9/4
Nigeria Mambila,mzk,Atlantic-Congo,NNum,_,_,NQuant,115/94,40/108,7/70,20/20,5/38,1/9,13/64,1/7,1/4,2/22,0/6,13/55,0/6,2/5,2/18,13/74,0/2
Mazatlán Mixe,mzl,Mixe-Zoque,NumN,_,_,QuantN,345/77,83/33,70/8,33/4,42/2,8/2,67/13,6/0,0/0,19/3,3/3,38/22,2/0,8/2,13/2,42/16,0/1
Mumuye,mzm,Atlantic-Congo,NNum,_,_,_,127/91,45/89,8/74,16/33,8/34,0/12,24/60,1/5,1/3,8/20,0/5,9/52,4/6,0/10,4/19,16/24,0/1
Deg,mzw,Atlantic-Congo,NNum,_,_,NQuant,117/146,43/88,11/59,9/38,7/31,0/12,16/66,4/2,0/1,7/14,0/6,5/60,0/7,0/9,1/17,12/23,1/2
Maiadomu,mzz,Austronesian,_,V,X,_,18/4,4/8,6/3,3/0,0/2,0/1,2/4,0/0,0/0,1/0,0/0,5/9,0/0,0/0,0/1,1/3,0/0
Southern Nambikuára,nab,Nambiquaran,_,V,X,_,15/13,37/22,46/16,10/15,17/12,0/1,15/27,1/1,0/0,6/7,1/0,19/18,0/0,3/0,10/5,5/3,0/0
Nabak,naf,Nuclear Trans New Guinea,NNum,_,_,QuantN,54/54,45/52,9/50,11/44,16/18,0/7,22/55,2/4,0/0,6/15,2/3,24/29,0/2,3/6,1/15,16/10,0/0
Nakanai,nak,Austronesian,NNum,V,1/3,_,245/61,52/76,20/51,13/30,9/26,1/8,21/61,3/4,3/1,8/20,2/4,21/48,5/0,1/8,3/25,19/18,0/0
Min Nan Chinese,nan,Sino-Tibetan,NumN,_,_,QuantN,606/71,112/20,77/6,37/2,37/9,11/0,84/3,7/0,4/0,22/2,5/2,51/10,3/1,7/2,18/1,103/10,1/0
Khoekhoe,naq,Khoe-Kwadi,NumN,_,_,QuantN,241/41,118/11,77/4,42/1,40/4,10/0,78/5,5/1,3/0,25/0,7/0,58/3,0/1,9/1,18/1,99/12,3/0
Naasioi,nas,South Bougainville,NumN,V,X,QuantN,212/36,77/30,54/10,35/5,38/10,7/2,57/17,12/2,6/0,16/7,4/2,51/16,5/1,4/8,16/10,63/13,1/0
Navajo,nav,Athabaskan-Eyak-Tlingit,NumN,_,_,_,427/423,321/325,353/89,186/71,144/88,78/27,259/130,42/15,28/6,115/85,13/8,90/82,139/55,97/48,112/10,95/119,7/7
Chang Naga,nbc,Sino-Tibetan,NNum,_,_,NQuant,105/551,25/94,20/68,10/45,7/38,0/11,14/72,2/6,1/2,7/19,4/2,27/44,2/7,3/7,3/18,16/90,1/3
Konyak Naga,nbe,Sino-Tibetan,NNum,V,X,NQuant,118/497,34/104,27/49,7/50,10/36,0/11,17/73,2/5,4/0,4/18,3/3,25/50,0/10,2/8,5/17,14/78,1/1
South Ndebele,nbl,Atlantic-Congo,NNum,_,_,NQuant,57/106,25/98,10/49,23/34,14/26,2/8,15/70,3/3,0/0,8/18,1/6,22/46,0/0,3/7,2/28,31/54,0/0
Nggem,nbq,Nuclear Trans New Guinea,_,V,X,NQuant,50/56,28/38,22/26,7/23,7/9,1/4,25/50,1/2,1/1,6/14,4/1,24/14,1/0,1/2,10/2,10/23,0/0
Iyo,nca,Nuclear Trans New Guinea,NNum,_,_,NQuant,98/103,45/69,26/45,8/30,15/24,2/11,22/114,1/10,2/0,5/17,2/4,20/37,0/1,2/6,2/13,23/46,0/0
Central Huasteca Nahuatl,nch,Uto-Aztecan,NumN,V,X,QuantN,755/42,108/18,64/14,45/0,43/1,7/0,79/9,7/0,0/4,26/1,3/4,43/20,4/0,8/2,16/2,107/4,6/0
Northern Puebla Nahuatl,ncj,Uto-Aztecan,NumN,_,_,QuantN,690/50,110/20,72/7,47/3,46/1,8/3,80/8,7/0,3/1,22/4,2/4,69/19,9/1,6/4,20/1,94/2,4/0
Michoacán Nahuatl,ncl,Uto-Aztecan,NumN,_,_,QuantN,772/49,112/23,76/6,42/1,43/1,10/2,79/9,8/1,3/0,26/4,4/3,41/25,1/1,8/2,19/2,92/7,3/0
Chothe Naga,nct,Sino-Tibetan,NNum,_,_,NQuant,78/85,25/92,25/55,4/32,12/32,0/10,11/68,3/5,0/3,6/17,2/5,20/38,0/0,1/6,2/15,15/33,0/5
Chumburung,ncu,Atlantic-Congo,NNum,_,_,NQuant,51/68,40/72,7/64,17/27,5/31,1/10,18/54,1/6,0/0,8/14,1/7,16/42,1/5,0/6,2/15,23/41,1/2
Ndau,ndc,Atlantic-Congo,NNum,_,_,NQuant,63/154,30/108,8/67,8/39,11/34,0/10,12/75,0/6,0/1,6/21,0/5,12/54,2/1,2/6,6/16,25/82,2/1
North Ndebele,nde,Atlantic-Congo,NNum,_,_,NQuant,55/111,26/93,11/46,18/30,12/28,2/8,16/70,2/3,0/0,10/18,1/6,9/47,0/3,3/7,3/26,31/58,0/0
Samba Leko,ndi,Atlantic-Congo,NNum,_,_,NQuant,112/172,27/107,14/69,10/32,13/30,2/10,13/75,2/4,1/4,8/18,0/6,15/60,0/0,1/7,4/20,22/64,0/2
Ndamba,ndj,Atlantic-Congo,NNum,V,X,NQuant,85/180,32/99,10/66,10/43,10/29,2/10,11/75,7/2,0/0,10/15,0/6,10/62,1/8,4/5,3/19,18/74,1/2
Ndonga,ndo,Atlantic-Congo,NNum,_,_,NQuant,86/150,33/105,8/64,8/31,9/37,1/10,11/75,1/6,1/1,2/22,0/7,8/47,0/3,0/11,0/17,13/77,1/0
Ndo,ndp,Central Sudanic,NNum,_,_,NQuant,74/156,29/119,10/65,16/31,8/35,0/12,16/71,2/4,1/0,5/20,2/5,13/65,3/3,0/9,4/17,21/73,0/0
Low German,nds,Indo-European,NumN,_,_,QuantN,1125/56,121/20,76/6,42/2,41/5,11/0,88/5,7/0,3/1,26/2,4/3,56/20,6/1,6/1,18/1,143/2,4/1
Ndogo,ndz,Atlantic-Congo,NNum,V,1/2,QuantN,308/52,31/93,12/61,4/26,8/31,3/7,17/58,3/3,0/0,4/15,1/5,9/42,0/0,0/4,0/15,36/17,1/0
Toura (Côte d'Ivoire),neb,Mande,NNum,_,_,NQuant,48/106,37/94,11/62,2/41,7/33,3/6,18/70,1/6,1/0,4/19,1/6,18/48,1/2,0/8,0/15,16/50,0/0
Nepali (macrolanguage),nep,Indo-European,NumN,_,_,QuantN,1131/92,237/20,159/7,85/0,87/2,16/0,170/7,11/1,7/2,42/6,13/1,139/5,10/2,18/0,35/2,190/20,6/0
Dhao,nfa,Austronesian,NumN,V,X,QuantN,203/68,74/54,69/11,29/20,37/4,7/3,38/35,6/1,2/2,13/8,1/6,26/23,3/1,7/2,16/2,33/14,0/0
Nafaanra,nfr,Atlantic-Congo,NNum,_,_,NQuant,53/101,42/91,19/59,2/51,7/37,0/11,13/75,3/4,0/5,7/18,1/5,24/40,0/10,1/8,1/19,12/61,2/3
Ngombe (Democratic Republic of Congo),ngc,Atlantic-Congo,NNum,V,1/2,NQuant,259/158,30/109,9/59,4/37,7/41,2/9,8/82,0/9,1/0,2/24,1/5,8/63,0/4,1/8,2/17,23/66,2/0
Ngulu,ngp,Atlantic-Congo,NNum,_,_,NQuant,74/151,32/94,14/55,19/31,10/32,1/9,13/70,3/5,0/0,5/16,1/5,15/55,0/6,0/11,5/19,22/58,0/3
Guerrero Nahuatl,ngu,Uto-Aztecan,NumN,_,_,QuantN,774/29,102/24,67/12,41/1,46/2,7/2,75/6,7/0,3/0,23/3,4/1,37/12,8/1,8/1,18/0,108/2,5/0
Chiripá,nhd,Tupian,NumN,V,X,QuantN,1297/117,185/57,130/10,79/3,79/8,19/2,158/15,15/0,0/0,41/6,5/8,90/39,9/1,10/8,34/6,181/15,4/0
Eastern Huasteca Nahuatl,nhe,Uto-Aztecan,NumN,V,X,QuantN,753/40,109/19,63/13,46/4,44/3,8/0,84/6,7/0,0/3,26/1,2/4,43/19,8/0,9/1,17/2,114/3,7/0
Tetelcingo Nahuatl,nhg,Uto-Aztecan,NumN,_,_,QuantN,789/38,109/22,79/9,41/4,45/1,10/0,74/13,6/0,5/0,23/1,3/4,48/22,3/1,8/2,18/2,110/5,3/0
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,nhi,Uto-Aztecan,NumN,_,_,QuantN,804/39,121/20,70/10,47/4,45/1,9/2,83/7,6/0,5/0,23/3,4/3,49/20,9/0,9/1,21/1,115/2,1/0
Takuu,nho,Austronesian,NNum,V,1/3,QuantN,506/71,70/61,29/55,25/23,9/34,2/7,29/54,4/4,0/1,11/13,1/4,22/34,5/1,3/8,4/14,62/12,3/0
Naro,nhr,Khoe-Kwadi,NumN,_,_,QuantN,262/28,119/22,72/8,33/9,41/3,8/2,72/18,6/1,5/0,22/2,6/1,50/10,5/0,5/3,15/2,111/7,4/0
Noone,nhu,Atlantic-Congo,NNum,V,1/2,NQuant,117/76,33/88,8/64,13/37,16/29,2/6,16/71,2/7,1/3,6/19,0/6,22/72,5/5,1/9,1/20,25/59,0/2
Western Huasteca Nahuatl,nhw,Uto-Aztecan,NumN,V,X,QuantN,767/43,108/22,63/14,45/4,44/2,7/0,82/7,7/0,0/4,24/2,2/4,52/16,7/1,9/1,18/1,109/5,5/0
Isthmus-Mecayapan Nahuatl,nhx,Uto-Aztecan,NumN,V,X,QuantN,1306/88,223/43,149/13,99/0,88/4,16/6,168/12,16/0,0/8,45/5,6/8,92/42,2/2,13/7,38/4,159/7,0/0
Northern Oaxaca Nahuatl,nhy,Uto-Aztecan,NumN,_,_,QuantN,788/37,124/20,72/6,52/0,43/2,8/3,79/6,6/0,0/1,23/1,3/4,79/19,9/1,9/1,19/3,107/2,1/0
Nias,nia,Austronesian,NumN,V,X,QuantN,345/49,110/30,79/9,44/13,43/4,9/2,56/29,8/0,0/2,21/5,1/5,29/24,6/2,6/3,19/1,73/5,2/0
Nek,nif,Nuclear Trans New Guinea,_,V,X,_,78/52,30/40,4/25,6/7,11/15,1/5,1/16,3/0,0/0,5/5,3/2,22/19,0/0,0/6,0/3,16/18,0/0
Nii,nii,Nuclear Trans New Guinea,_,V,5/6,QuantN,98/60,50/72,32/43,19/10,15/17,6/10,22/53,2/3,1/0,15/13,1/5,18/39,0/1,3/5,6/11,21/10,0/0
Ngaju,nij,Austronesian,NumN,V,X,QuantN,537/72,122/17,73/12,49/4,46/2,11/0,78/5,8/0,1/4,20/4,3/4,40/18,8/1,8/0,20/0,87/7,2/1
Nilamba,nim,Atlantic-Congo,NNum,_,_,NQuant,54/201,24/110,8/63,18/31,11/29,0/12,12/77,0/6,0/0,6/20,0/6,10/70,2/5,0/11,3/17,14/93,1/1
Ninzo,nin,Atlantic-Congo,NNum,_,_,NQuant,79/98,46/92,21/65,10/33,9/36,0/11,11/75,2/4,0/1,4/17,0/6,9/49,0/2,0/7,1/18,16/52,0/1
Nandi,niq,Nilotic,NNum,_,_,NQuant,40/197,17/123,7/74,14/41,4/43,0/12,11/81,0/7,0/2,1/25,0/6,2/72,0/10,0/10,4/19,17/100,2/3
Ngiti,niy,Central Sudanic,NumN,_,_,QuantN,383/47,122/23,50/19,46/5,44/2,10/2,75/13,7/0,5/0,18/6,5/1,57/8,8/1,10/3,31/1,81/27,3/0
Nocte Naga,njb,Sino-Tibetan,_,V,X,QuantN,95/112,42/45,48/21,17/17,18/22,5/1,27/55,3/3,2/0,10/13,3/3,50/12,6/3,7/2,13/6,69/17,0/0
Angami Naga,njm,Sino-Tibetan,NNum,_,_,NQuant,60/111,27/99,3/78,3/35,9/36,1/8,10/75,2/5,0/1,5/20,2/3,30/40,1/2,1/7,0/18,16/70,0/2
Liangmai Naga,njn,Sino-Tibetan,NNum,_,_,NQuant,98/253,33/85,20/58,8/33,10/34,0/11,14/71,3/2,1/2,6/17,4/3,20/47,0/0,1/7,1/15,15/39,0/0
Ao Naga,njo,Sino-Tibetan,NNum,V,X,NQuant,77/670,29/110,35/51,12/43,8/37,2/9,11/75,2/4,5/0,3/22,4/2,27/43,0/8,0/5,3/5,18/98,1/4
Nyishi,njz,Sino-Tibetan,NNum,_,_,QuantN,58/108,30/69,15/50,14/18,8/33,0/8,18/62,2/4,1/0,6/14,3/3,20/35,1/7,1/6,1/17,45/26,0/0
Nkonya,nko,Atlantic-Congo,NNum,V,X,NQuant,58/127,35/84,21/37,9/28,12/27,5/5,17/69,4/1,1/1,5/20,2/4,16/42,1/1,0/9,0/16,19/57,1/1
Nalca,nlc,Nuclear Trans New Guinea,_,_,_,_,112/65,71/50,29/39,22/14,20/15,5/6,45/35,3/3,1/0,12/7,5/1,35/18,1/2,3/3,14/12,32/25,0/0
Dutch,nld,Indo-European,NumN,_,_,QuantN,4463/143,709/39,392/56,237/33,239/25,114/6,372/25,48/8,27/9,201/19,18/4,130/50,190/7,134/19,120/5,296/6,22/1
Maram Naga,nma,Sino-Tibetan,NNum,_,_,NQuant,76/411,30/78,15/51,3/42,7/38,1/10,12/74,2/6,1/0,5/22,2/2,24/38,2/4,1/8,1/16,13/56,0/1
Tangkhul Naga (India),nmf,Sino-Tibetan,NNum,_,_,NQuant,308/1611,123/502,94/271,41/210,23/192,25/80,138/230,7/47,2/29,32/138,5/17,32/121,19/177,22/126,11/101,31/134,1/7
Moyon Naga,nmo,Sino-Tibetan,NNum,_,_,NQuant,74/246,25/82,13/47,12/34,5/34,0/9,15/63,0/6,1/0,2/21,2/3,15/52,2/6,0/7,2/17,15/46,1/1
Nimoa,nmw,Austronesian,_,_,_,_,30/36,13/25,1/9,2/0,6/10,0/2,1/6,0/0,1/0,2/2,0/2,3/11,0/0,1/2,1/1,2/3,0/0
Nawdm,nmz,Atlantic-Congo,NNum,_,_,NQuant,47/43,33/74,11/35,2/37,7/37,1/9,15/55,3/4,1/0,5/15,0/8,29/41,1/8,1/11,1/20,19/74,0/0
Nande,nnb,Atlantic-Congo,NNum,_,_,NQuant,93/176,39/101,5/67,7/35,8/36,3/8,9/77,1/5,1/0,6/19,0/7,22/58,0/2,0/7,1/34,18/81,0/3
Maring Naga,nng,Sino-Tibetan,NNum,_,_,_,77/92,24/68,20/31,6/16,9/24,3/6,22/44,2/3,0/0,2/15,3/3,19/47,1/0,2/6,1/17,19/27,0/0
Ngiemboon,nnh,Atlantic-Congo,NNum,V,1/2,_,418/41,29/92,11/46,8/50,9/40,2/10,18/113,2/6,2/2,5/21,2/4,9/78,0/3,0/6,2/16,14/52,3/0
Norwegian Nynorsk,nno,Indo-European,NumN,_,_,QuantN,4177/175,703/55,428/36,251/26,246/31,115/4,379/21,55/3,34/2,200/16,17/4,123/55,160/26,117/16,113/5,270/5,17/1
Wancho Naga,nnp,Sino-Tibetan,NNum,V,X,_,79/346,33/92,16/67,7/38,13/32,1/11,20/64,3/4,4/0,5/13,2/6,21/59,4/4,3/7,1/17,25/29,0/0
Ngindo,nnq,Atlantic-Congo,NNum,_,_,NQuant,97/172,30/97,10/53,13/40,7/35,3/10,16/69,0/6,0/0,7/18,1/5,7/65,1/7,4/9,3/17,19/74,0/1
Southern Nuni,nnw,Atlantic-Congo,NNum,_,_,NQuant,45/138,29/106,9/76,6/45,7/38,1/11,10/76,4/4,2/3,5/18,0/7,12/50,2/8,0/10,4/16,16/53,0/1
Woun Meu,noa,Chocoan,NumN,V,X,_,215/149,92/107,48/77,30/28,54/29,11/7,63/70,11/3,0/2,22/20,9/3,77/24,5/2,9/1,34/6,36/36,0/0
Nogai,nog,Turkic,NumN,_,_,QuantN,399/44,163/10,94/2,50/2,51/4,16/1,130/1,9/0,1/0,41/3,7/2,84/2,16/5,16/3,31/1,99/11,3/0
Numanggang,nop,Nuclear Trans New Guinea,NNum,V,X,NQuant,152/209,68/95,40/78,21/31,26/33,1/26,43/94,4/8,5/0,14/30,1/7,37/34,6/13,3/16,3/27,19/45,1/1
Nomatsiguenga,not,Arawakan,NumN,V,X,QuantN,162/24,90/20,60/7,29/5,19/10,5/5,37/27,5/0,0/1,7/12,1/6,20/23,0/1,3/5,11/4,59/8,2/0
Ewage-Notu,nou,Nuclear Trans New Guinea,NNum,V,X,NQuant,25/2,46/73,28/36,11/24,10/17,6/2,26/50,3/3,1/0,7/15,3/3,21/34,1/0,2/6,3/13,23/25,0/3
Phom Naga,nph,Sino-Tibetan,NNum,V,X,NQuant,78/485,28/106,32/53,10/35,7/37,1/9,10/71,2/4,4/0,5/20,4/2,25/36,0/4,3/5,1/15,12/88,2/2
Nepali (individual language),npi,Indo-European,NumN,_,_,QuantN,2610/154,628/37,391/29,217/8,218/16,95/3,431/13,36/1,26/1,211/10,24/0,200/33,129/4,99/7,113/0,314/28,7/1
Southeastern Puebla Nahuatl,npl,Uto-Aztecan,NumN,_,_,QuantN,1496/70,226/40,140/18,103/3,88/3,18/4,172/9,14/0,0/0,50/4,10/6,120/42,17/1,16/2,47/5,183/6,2/0
Pochuri Naga,npo,Sino-Tibetan,NNum,_,_,NQuant,83/330,37/94,14/61,1/39,9/32,0/10,18/66,0/7,0/0,6/17,4/2,19/47,2/8,3/8,0/20,15/74,0/3
Napu,npy,Austronesian,NumN,V,X,QuantN,405/44,86/27,75/10,32/18,45/3,10/2,43/34,7/1,0/5,14/8,1/6,29/29,5/5,9/1,19/0,78/3,3/0
Jèrriais,nrf,Indo-European,NumN,_,_,QuantN,141/8,30/10,15/0,3/0,15/1,1/0,8/1,0/0,1/0,4/0,1/0,10/3,0/0,3/2,2/0,11/1,0/0
Chokri Naga,nri,Sino-Tibetan,NNum,V,X,NQuant,40/44,38/73,26/26,6/27,8/33,2/7,16/63,0/6,1/0,6/15,6/1,25/32,1/2,1/8,3/15,19/54,0/2
Sangtam Naga,nsa,Sino-Tibetan,NNum,_,_,NQuant,111/492,28/102,23/63,7/38,10/37,0/12,9/72,3/6,3/1,6/16,3/3,27/30,0/6,1/9,0/19,27/77,1/0
Nsenga,nse,Atlantic-Congo,NNum,V,X,NQuant,70/120,29/103,17/62,15/39,9/37,2/9,14/63,4/7,4/0,5/20,0/7,7/65,2/6,1/6,4/21,19/80,2/0
Nehan,nsn,Austronesian,NumN,_,_,QuantN,408/31,111/17,55/11,43/0,40/1,12/0,80/5,7/1,0/0,23/1,3/3,45/25,2/0,10/0,23/2,82/4,1/0
Pedi,nso,Atlantic-Congo,NNum,_,_,NQuant,493/785,168/759,71/448,31/242,59/239,3/123,41/516,3/46,6/18,29/242,0/35,33/274,11/122,17/90,17/131,55/379,3/8
Nali,nss,Austronesian,NNum,V,1/3,NQuant,72/44,18/25,6/21,5/4,4/13,2/2,19/28,2/5,0/1,2/9,0/3,8/12,3/8,2/16,2/13,3/10,1/1
Tase Naga,nst,Sino-Tibetan,NNum,_,_,NQuant,279/481,122/294,117/142,39/91,41/75,30/42,142/159,11/19,2/12,26/73,11/16,51/77,36/53,28/33,36/53,39/88,0/3
Sierra Negra Nahuatl,nsu,Uto-Aztecan,NumN,_,_,QuantN,827/42,118/21,74/6,50/0,46/1,8/3,80/7,5/2,0/1,24/1,4/3,41/20,8/1,9/2,18/0,110/6,1/0
Northern Tepehuan,ntp,Uto-Aztecan,NumN,_,_,QuantN,488/29,84/18,61/1,44/4,40/1,11/0,52/15,5/0,0/1,20/4,3/1,29/12,7/1,7/1,17/2,68/4,2/0
Delo,ntr,Atlantic-Congo,NNum,V,X,NQuant,88/108,39/88,17/52,8/40,9/32,0/12,17/70,1/6,0/1,11/15,2/4,21/40,4/1,3/6,3/15,21/50,2/2
Nuer,nus,Nilotic,NNum,_,_,NQuant,112/165,33/107,4/76,23/55,8/36,1/11,18/71,1/6,1/3,4/21,3/4,14/51,2/7,0/3,2/18,22/65,2/2
Nunggubuyu,nuy,Gunwinyguan,NumN,_,_,QuantN,161/32,80/18,53/9,21/6,34/4,8/1,62/25,4/2,1/0,16/7,1/2,37/16,2/3,12/2,17/0,49/6,1/0
Namiae,nvm,Koiarian,NNum,V,1/3,_,110/63,44/67,17/40,9/21,20/15,1/7,29/60,4/2,1/0,11/16,5/3,18/25,2/5,3/7,1/12,25/18,1/2
Nyabwa,nwb,Atlantic-Congo,NNum,_,_,_,80/93,39/80,9/60,16/24,8/24,0/11,18/60,5/3,0/0,5/17,2/4,17/45,1/2,3/6,2/14,25/37,0/1
Southwest Tanna,nwi,Austronesian,NNum,V,X,_,115/87,41/78,20/47,19/24,20/23,2/9,28/53,2/6,3/0,7/15,4/2,27/43,3/3,3/7,4/14,30/34,1/0
Middle Newar,nwx,_,NumN,_,_,QuantN,374/52,90/15,49/7,31/4,32/4,6/2,79/3,3/1,0/0,20/3,5/1,51/4,0/0,6/0,16/3,74/15,0/0
Ngando (Democratic Republic of Congo),nxd,Atlantic-Congo,NNum,V,X,NQuant,41/141,38/74,16/62,12/25,11/30,4/8,12/77,1/6,4/0,6/18,0/6,10/55,1/7,1/8,4/14,22/86,1/0
Nyanja,nya,Atlantic-Congo,NNum,_,_,NQuant,467/1016,224/665,118/399,41/241,87/194,11/113,67/479,10/43,11/15,32/236,3/32,41/270,12/110,22/95,29/125,80/396,2/21
Giryama,nyf,Atlantic-Congo,NNum,_,_,NQuant,116/147,33/101,8/67,7/39,9/34,2/12,12/75,0/6,0/0,4/21,0/6,12/61,1/2,3/5,3/17,27/63,1/1
Nyankole,nyn,Atlantic-Congo,NNum,_,_,NQuant,92/117,28/99,18/56,7/38,10/31,2/10,16/72,1/6,0/1,9/16,1/4,11/48,1/7,1/10,3/29,22/71,0/3
Nyoro,nyo,Atlantic-Congo,NNum,V,1/2,NQuant,69/44,29/100,12/67,23/32,6/30,0/12,13/74,0/7,0/0,11/16,0/6,24/47,0/1,0/10,1/18,21/63,0/1
Nyungwe,nyu,Atlantic-Congo,_,_,_,_,30/21,6/24,10/8,2/1,4/8,2/1,4/7,1/2,0/0,2/8,0/2,2/21,0/0,1/0,0/2,8/8,0/0
Nyakyusa-Ngonde,nyy,Atlantic-Congo,NNum,_,_,NQuant,65/163,35/93,16/63,15/37,17/30,1/11,11/76,0/7,0/0,8/22,1/4,24/50,5/3,1/8,5/20,16/58,0/2
Zeme Naga,nzm,Sino-Tibetan,NNum,_,_,NQuant,107/274,36/105,17/68,5/43,7/37,0/12,11/79,2/5,1/0,5/19,4/2,35/35,0/5,0/10,0/21,15/82,0/2
Obo Manobo,obo,Austronesian,NumN,_,_,QuantN,431/36,108/17,57/14,36/1,45/2,10/1,70/10,5/1,0/1,19/3,4/3,36/22,4/1,5/0,17/1,75/1,3/0
Ojibwa,oji,_,NumN,V,X,QuantN,207/48,99/15,47/9,27/6,40/2,10/2,64/9,1/3,0/0,21/2,1/4,45/21,4/1,7/0,19/5,91/4,2/0
Severn Ojibwa,ojs,Algic,NumN,_,_,QuantN,242/31,108/15,57/25,22/6,38/1,6/5,80/13,7/1,0/2,22/2,4/3,30/26,2/1,7/2,21/1,79/1,1/0
Orokaiva,okv,Nuclear Trans New Guinea,NNum,_,_,NQuant,75/98,39/79,23/45,10/27,16/25,0/8,24/50,2/6,2/0,6/14,4/3,26/28,1/1,3/4,2/14,11/19,2/0
Mochi,old,Atlantic-Congo,NNum,_,_,NQuant,120/142,34/99,11/66,7/41,11/30,5/11,16/69,1/6,0/0,5/20,1/5,15/58,0/5,0/12,2/18,20/82,0/0
South Tairora,omw,Nuclear Trans New Guinea,NumN,V,X,QuantN,72/40,73/43,66/5,22/18,31/13,8/3,20/64,4/3,0/0,14/9,4/1,35/36,1/0,3/1,14/1,36/8,0/0
Olo,ong,Nuclear Torricelli,_,V,1/3,QuantN,127/54,52/58,28/38,21/17,10/17,4/3,18/54,4/3,0/0,11/10,1/4,13/36,1/0,3/4,3/9,42/26,3/0
Ono,ons,Nuclear Trans New Guinea,NNum,V,X,NQuant,240/228,89/160,37/129,26/46,36/44,4/14,34/150,2/12,10/0,18/31,1/12,53/64,0/0,2/14,0/32,56/91,0/0
Tohono O'odham,ood,Uto-Aztecan,NumN,V,X,QuantN,247/17,84/13,69/3,35/5,37/1,6/4,63/8,6/1,2/0,17/1,0/4,28/9,7/1,8/2,18/0,62/1,1/0
Oksapmin,opm,Nuclear Trans New Guinea,NumN,V,X,QuantN,94/62,54/41,42/16,13/13,22/11,5/2,54/14,1/5,0/0,18/3,1/4,30/16,3/1,2/1,9/3,23/14,0/0
Odia,ory,Indo-European,NumN,_,_,QuantN,654/40,107/8,64/6,40/1,41/0,9/0,78/4,6/0,1/0,22/1,7/0,51/3,1/0,9/0,16/0,102/5,4/0
Ossetian,oss,Indo-European,NumN,_,_,QuantN,1630/170,914/93,513/37,309/28,322/35,149/9,530/13,57/12,36/5,254/15,25/9,218/47,257/13,181/11,166/2,367/27,18/3
Mezquital Otomi,ote,Otomanguean,NumN,_,_,QuantN,727/52,111/16,64/11,43/1,44/2,7/3,85/5,8/0,1/3,23/2,5/2,47/20,4/1,7/3,17/0,93/2,2/0
Eastern Highland Otomi,otm,Otomanguean,NumN,_,_,QuantN,510/32,85/17,55/7,45/5,42/1,9/3,66/8,7/0,3/1,20/1,5/1,41/22,9/1,7/3,20/2,73/1,1/0
Tenango Otomi,otn,Otomanguean,NumN,_,_,QuantN,568/38,109/20,62/6,39/7,43/1,8/4,81/7,8/0,2/2,24/1,5/2,42/17,7/2,10/0,18/1,75/1,0/0
